login_id,user_id,username,timestamp,ip_address,device_type,browser,os,country,login_success,auth_method,latency_ms,login_duration_sec,failed_attempts_before,session_duration_min
7827,1892,user_1794,2025-04-07 04:50:27,192.168.218.101,desktop,Edge,Windows,GB,1,password+otp,210,3.6,0,53.03
7828,1054,user_253,2024-11-26 14:06:14,192.168.230.199,tablet,Chrome,iOS,BR,1,password+otp,279,1.78,1,9.15
7829,45,user_1758,2025-09-18 03:32:46,192.168.89.161,mobile,Chrome,Windows,JP,1,password+otp,244,4.85,0,24.14
7830,1811,user_478,2025-09-09 19:26:38,192.168.8.9,mobile,Safari,Windows,GB,0,password_only,139,3.91,2,30.59
7831,471,user_1393,2025-10-26 19:05:16,192.168.124.114,mobile,Chrome,Android,BR,1,password+push,144,3.59,0,31.4
7832,34,user_1703,2025-05-29 03:36:23,192.168.64.111,desktop,Chrome,Windows,JP,1,password+push,233,2.33,0,16.67
7833,653,user_1965,2025-07-28 17:50:27,192.168.241.71,desktop,Firefox,Windows,GB,1,password_only,342,1.96,1,19.59
7834,1451,user_160,2025-01-09 12:48:29,192.168.73.53,desktop,Firefox,Windows,BR,1,sso,318,2.45,0,32.33
7835,830,user_961,2025-06-28 04:57:16,192.168.170.240,desktop,Safari,Android,GB,1,sso,176,3.3,1,0.59
7836,1910,user_1190,2025-06-21 17:03:43,192.168.186.88,mobile,Edge,Linux,DE,1,password+otp,160,3.3,0,4.84
7837,221,user_205,2025-09-21 11:59:26,192.168.94.102,mobile,Safari,Windows,GB,1,password+otp,180,2.02,0,14.89
7838,1892,user_1291,2025-08-26 19:08:47,192.168.249.186,desktop,Edge,macOS,CN,1,password+otp,173,2.13,0,26.19
7839,534,user_1162,2025-10-05 02:22:06,192.168.194.60,desktop,Chrome,macOS,US,1,password+push,179,1.14,0,3.98
7840,692,user_1392,2025-09-09 16:23:00,192.168.230.165,desktop,Chrome,Linux,CN,1,password+otp,87,5.74,0,40.66
7841,1972,user_1467,2025-09-09 15:09:38,192.168.226.135,desktop,Edge,Windows,CN,1,password+push,54,1.92,0,14.4
7842,1391,user_858,2024-11-19 19:37:06,192.168.127.64,desktop,Chrome,Windows,GB,1,password_only,45,0.98,0,9.51
7843,932,user_760,2025-09-01 08:01:44,192.168.4.119,desktop,Firefox,macOS,GB,1,password+otp,125,0.01,0,3.29
7844,841,user_1591,2025-06-06 06:54:46,192.168.114.218,desktop,Edge,Windows,RU,1,password+otp,343,2.19,2,16.42
7845,1767,user_1940,2025-03-15 10:05:44,192.168.108.217,tablet,Chrome,Windows,JP,1,password+push,538,3.49,0,31.05
7846,1011,user_721,2024-11-17 04:28:13,192.168.42.187,desktop,Chrome,Windows,GB,1,sso,411,2.87,0,7.51
7847,1939,user_1041,2025-07-01 21:49:28,192.168.245.25,mobile,Chrome,Windows,JP,1,password_only,269,2.77,0,13.72
7848,1574,user_68,2025-02-24 08:26:58,192.168.10.161,mobile,Chrome,Android,BR,1,password_only,187,3.88,0,3.89
7849,582,user_133,2025-04-16 07:07:20,192.168.232.129,desktop,Firefox,Linux,BR,1,password+otp,215,3.7,0,6.02
7850,1140,user_1724,2025-07-03 09:20:36,192.168.20.114,mobile,Chrome,Windows,US,0,password+otp,261,1.92,1,23.51
7851,239,user_919,2025-09-25 08:32:50,192.168.153.127,desktop,Safari,Windows,US,1,password+push,415,3.31,2,67.89
7852,1359,user_430,2025-08-24 20:13:46,192.168.75.72,desktop,Chrome,Windows,JP,1,password_only,170,3.08,0,18.96
7853,441,user_308,2025-04-10 00:37:59,192.168.232.86,desktop,Firefox,Linux,BR,1,password+push,250,2.29,0,19.96
7854,148,user_650,2025-03-18 02:22:57,192.168.105.132,mobile,Chrome,macOS,US,1,password_only,257,4.72,2,42.55
7855,1033,user_1198,2025-01-23 01:52:21,192.168.8.118,desktop,Chrome,Windows,BR,1,sso,242,2.07,1,4.01
7856,1312,user_412,2025-03-12 11:51:38,192.168.49.9,desktop,Chrome,Windows,GB,0,password+otp,89,2.31,0,33.61
7857,388,user_97,2024-12-07 02:10:06,192.168.112.185,desktop,Chrome,Windows,BR,1,password+otp,227,2.43,0,39.12
7858,1074,user_1707,2025-10-17 00:17:11,192.168.9.77,desktop,Firefox,Windows,US,1,password+otp,141,4.11,1,23.66
7859,1874,user_1178,2025-05-25 00:55:08,192.168.35.201,mobile,Safari,Android,US,1,password+otp,433,4.3,0,0.72
7860,1541,user_1719,2024-12-13 04:58:53,192.168.55.117,mobile,Chrome,macOS,BR,1,password+otp,295,4.62,4,52.06
7861,916,user_1266,2025-03-05 07:58:58,192.168.189.241,desktop,Chrome,Android,US,0,password+push,339,3.93,1,17.98
7862,1879,user_1328,2025-05-15 05:27:54,192.168.36.168,desktop,Firefox,Windows,GB,1,password_only,179,2.88,0,5.01
7863,638,user_1309,2025-05-10 01:28:49,192.168.229.47,tablet,Edge,Windows,BR,1,password+otp,214,4.15,0,13.34
7864,1611,user_1051,2024-11-09 12:24:42,192.168.149.86,mobile,Chrome,Windows,JP,0,password+push,413,3.45,1,16.8
7865,1701,user_1426,2025-10-09 14:46:10,192.168.207.60,mobile,Chrome,macOS,BR,1,password+otp,331,2.85,0,1.67
7866,278,user_1384,2025-02-05 01:41:35,192.168.74.116,desktop,Chrome,Linux,BR,0,password+push,283,2.44,1,17.98
7867,1978,user_1084,2024-11-02 11:10:47,192.168.238.114,desktop,Chrome,Linux,GB,1,sso,357,2.79,0,19.36
7868,1860,user_202,2024-11-24 11:03:06,192.168.98.47,mobile,Chrome,Windows,US,1,password_only,406,2.43,1,31.75
7869,989,user_762,2025-05-27 07:54:34,192.168.191.244,desktop,Chrome,Linux,US,1,password+push,371,3.5,0,51.13
7870,1324,user_874,2024-12-16 20:24:12,192.168.211.36,mobile,Chrome,Android,BR,1,password+otp,333,2.74,0,12.4
7871,1826,user_581,2024-11-11 18:54:41,192.168.253.168,mobile,Chrome,Linux,FR,1,password+otp,341,3.59,1,6.56
7872,589,user_1994,2025-03-15 02:55:48,192.168.4.99,desktop,Chrome,Windows,BR,0,password+push,223,3.61,0,22.75
7873,1834,user_370,2025-06-11 20:47:25,192.168.204.179,mobile,Chrome,Windows,GB,1,password_only,265,3.01,0,3.23
7874,649,user_533,2024-12-07 09:07:08,192.168.16.89,desktop,Chrome,Android,DE,1,password+otp,304,2.46,0,2.08
7875,618,user_1176,2025-02-18 22:09:14,192.168.243.107,mobile,Chrome,Windows,DE,1,sso,275,1.91,0,30.52
7876,1631,user_1126,2025-03-29 00:59:08,192.168.189.179,tablet,Chrome,Linux,JP,1,password_only,290,2.87,1,39.63
7877,135,user_899,2024-12-24 18:16:21,192.168.248.250,tablet,Chrome,iOS,GB,1,password_only,238,3.35,0,33.62
7878,580,user_607,2025-04-30 06:36:34,192.168.19.102,mobile,Edge,Windows,FR,1,password+push,31,1.36,1,44.0
7879,1171,user_1470,2024-11-27 15:52:39,192.168.96.221,desktop,Chrome,Windows,GB,1,password+otp,304,0.87,0,6.49
7880,490,user_873,2024-11-13 12:54:15,192.168.143.6,mobile,Firefox,macOS,BR,1,password+push,258,2.85,0,19.77
7881,478,user_1253,2025-05-05 07:09:36,192.168.93.65,mobile,Chrome,Windows,FR,1,password+otp,260,1.93,0,18.92
7882,1183,user_1149,2025-01-26 00:58:47,192.168.11.170,desktop,Chrome,Windows,BR,0,password_only,426,4.21,0,0.91
7883,384,user_770,2024-12-01 08:52:36,192.168.39.0,desktop,Firefox,Windows,BR,1,password_only,278,4.57,0,0.52
7884,163,user_834,2025-03-31 06:52:35,192.168.57.130,desktop,Chrome,Windows,BR,1,password_only,185,1.79,0,41.71
7885,441,user_999,2025-09-26 14:02:06,192.168.7.89,desktop,Chrome,Android,GB,1,password_only,305,0.96,0,0.36
7886,1877,user_1905,2025-07-18 21:19:41,192.168.231.74,tablet,Chrome,Android,FR,1,password_only,256,3.69,0,26.18
7887,1213,user_938,2025-08-21 06:11:51,192.168.188.84,desktop,Chrome,Windows,BR,0,password+push,339,3.24,2,11.22
7888,415,user_236,2025-09-10 19:22:07,192.168.4.231,desktop,Chrome,Android,BR,1,password+otp,202,3.47,0,0.8
7889,1363,user_162,2025-10-17 13:37:16,192.168.25.84,desktop,Firefox,macOS,US,1,password+otp,184,3.92,0,38.06
7890,1631,user_554,2025-08-02 03:26:32,192.168.72.144,mobile,Chrome,Windows,US,1,password+otp,206,2.5,1,9.87
7891,1205,user_788,2025-06-06 15:03:20,192.168.100.242,tablet,Safari,Windows,IN,1,sso,111,2.76,0,26.59
7892,288,user_1377,2025-03-09 22:31:58,192.168.242.65,desktop,Chrome,Android,US,1,password_only,214,3.97,0,13.9
7893,1858,user_1092,2025-01-01 20:35:49,192.168.178.118,mobile,Chrome,Windows,CN,1,sso,377,3.54,2,40.7
7894,187,user_1197,2025-07-05 04:32:33,192.168.46.167,desktop,Safari,Windows,GB,1,password+push,191,5.46,0,13.95
7895,1908,user_1867,2025-10-25 17:09:50,192.168.254.91,desktop,Chrome,Windows,US,1,password+push,141,3.35,0,28.14
7896,1162,user_1661,2025-04-16 03:27:51,192.168.247.26,mobile,Opera,Windows,GB,1,password+push,207,3.31,0,18.33
7897,130,user_1706,2025-07-18 16:50:00,192.168.39.0,desktop,Chrome,Android,BR,1,password+otp,267,4.06,1,30.42
7898,194,user_559,2025-04-26 06:24:43,192.168.173.138,desktop,Chrome,Windows,BR,1,password+otp,190,5.48,1,2.31
7899,316,user_261,2025-04-03 05:08:20,192.168.166.17,desktop,Chrome,Linux,BR,1,password+push,255,3.86,0,8.75
7900,1809,user_217,2025-03-26 07:40:45,192.168.90.46,desktop,Chrome,Windows,BR,1,password+push,270,2.66,1,9.15
7901,1888,user_1841,2025-04-29 17:54:52,192.168.201.227,desktop,Chrome,macOS,JP,1,password+otp,250,2.21,0,2.37
7902,144,user_1148,2025-03-10 11:24:29,192.168.20.155,desktop,Chrome,Windows,US,1,password+push,242,3.19,0,45.23
7903,16,user_805,2025-07-27 20:39:23,192.168.128.13,mobile,Chrome,macOS,RU,1,password+push,391,1.68,1,6.19
7904,1326,user_1186,2025-09-11 16:01:30,192.168.19.243,desktop,Chrome,Windows,RU,1,password+otp,264,3.77,0,30.1
7905,423,user_201,2025-09-14 19:28:39,192.168.120.200,desktop,Chrome,Windows,US,1,password+push,186,3.36,0,13.33
7906,245,user_1478,2025-01-18 16:02:34,192.168.172.188,desktop,Safari,Windows,BR,1,password+otp,310,3.62,1,43.76
7907,927,user_402,2025-09-19 13:33:58,192.168.154.121,tablet,Chrome,macOS,US,1,password_only,245,0.87,0,26.17
7908,1131,user_1486,2025-03-01 05:23:27,192.168.240.183,mobile,Firefox,Windows,US,1,password+push,255,4.62,0,28.34
7909,1112,user_275,2025-02-17 10:56:14,192.168.51.67,tablet,Chrome,macOS,JP,1,password+otp,331,1.65,0,13.35
7910,129,user_206,2025-07-19 19:47:07,192.168.36.81,desktop,Chrome,Windows,IN,1,password_only,357,1.49,0,9.86
7911,907,user_1064,2025-02-15 18:32:31,192.168.158.48,mobile,Chrome,iOS,JP,1,password_only,158,0.58,1,12.64
7912,887,user_1297,2024-11-15 21:23:16,192.168.180.38,desktop,Edge,Windows,IN,1,password_only,388,2.27,0,13.45
7913,341,user_1724,2025-03-12 22:17:38,192.168.137.136,mobile,Edge,Windows,BR,0,password+push,244,3.18,0,1.21
7914,4,user_867,2025-07-17 21:26:27,192.168.91.219,desktop,Chrome,Windows,US,1,password_only,245,2.88,0,2.25
7915,1351,user_93,2025-02-23 21:33:28,192.168.140.17,mobile,Chrome,Windows,GB,1,password+otp,169,3.84,1,6.83
7916,1434,user_1066,2025-06-14 08:20:22,192.168.139.71,desktop,Chrome,Android,US,1,password_only,309,4.53,0,10.67
7917,1903,user_1489,2025-06-25 12:02:54,192.168.214.241,desktop,Firefox,Windows,BR,1,password+otp,136,4.63,0,1.39
7918,306,user_379,2025-07-22 08:55:46,192.168.4.6,mobile,Chrome,Android,BR,1,password+push,293,2.69,1,13.08
7919,908,user_1131,2025-09-20 00:15:54,192.168.142.194,tablet,Edge,Windows,BR,1,sso,382,2.82,1,17.39
7920,607,user_1352,2025-04-03 10:40:02,192.168.145.37,desktop,Firefox,Android,IN,0,password+otp,224,2.84,1,64.77
7921,1745,user_65,2024-12-27 07:20:50,192.168.25.252,tablet,Edge,Android,GB,1,sso,336,2.5,1,2.21
7922,1249,user_365,2025-02-20 23:11:29,192.168.165.58,desktop,Chrome,iOS,DE,1,sso,256,5.43,0,33.18
7923,1995,user_821,2025-04-03 07:11:14,192.168.51.160,mobile,Firefox,Windows,FR,1,password_only,138,3.37,0,26.29
7924,1372,user_1508,2025-07-15 03:05:29,192.168.148.144,tablet,Chrome,Android,CN,1,password+push,259,3.61,0,27.38
7925,992,user_1671,2024-11-01 08:21:07,192.168.106.61,desktop,Chrome,Windows,DE,1,password+push,235,3.82,1,37.33
7926,321,user_1925,2025-02-19 19:40:55,192.168.58.247,desktop,Chrome,Windows,BR,1,password+otp,321,4.46,2,67.32
7927,559,user_1048,2025-08-08 04:49:23,192.168.1.191,desktop,Firefox,macOS,GB,1,password+push,220,2.72,0,20.47
7928,1205,user_540,2025-06-29 10:06:56,192.168.24.168,desktop,Chrome,Windows,BR,1,password+push,289,3.61,0,43.14
7929,618,user_1086,2025-07-21 15:26:39,192.168.18.165,mobile,Firefox,Linux,BR,1,password+otp,165,3.71,0,2.68
7930,711,user_491,2025-08-19 20:51:52,192.168.24.166,mobile,Firefox,iOS,BR,1,password+push,284,1.13,0,5.44
7931,1410,user_1297,2025-08-09 10:32:49,192.168.3.2,tablet,Firefox,Android,BR,1,password+otp,251,2.41,1,9.48
7932,1642,user_229,2025-07-03 13:19:36,192.168.161.105,desktop,Chrome,Windows,US,1,password+push,239,2.8,1,1.61
7933,1816,user_1044,2025-04-06 00:50:14,192.168.137.112,desktop,Safari,Linux,BR,1,password_only,252,4.19,0,4.98
7934,1796,user_3,2025-10-21 13:43:24,192.168.26.111,desktop,Chrome,Windows,DE,1,password_only,226,7.19,0,78.0
7935,1132,user_1445,2025-05-23 06:29:00,192.168.89.218,tablet,Edge,Linux,US,1,password+push,261,2.48,0,27.05
7936,531,user_1754,2025-01-09 13:39:37,192.168.128.43,desktop,Chrome,macOS,DE,1,password+otp,234,2.43,1,25.39
7937,410,user_911,2025-02-11 10:26:34,192.168.211.51,tablet,Edge,Android,BR,1,password_only,172,3.53,1,15.3
7938,1995,user_307,2025-07-07 17:00:33,192.168.152.201,desktop,Chrome,iOS,GB,1,password_only,146,0.93,0,5.12
7939,1320,user_432,2025-09-30 02:07:15,192.168.64.207,mobile,Firefox,Windows,DE,1,password+otp,210,0.86,0,2.6
7940,818,user_136,2024-12-31 18:59:26,192.168.10.67,desktop,Chrome,iOS,BR,1,password+otp,224,2.84,0,14.85
7941,1195,user_1933,2024-11-26 14:45:27,192.168.226.120,mobile,Firefox,macOS,JP,1,sso,9,2.35,0,21.53
7942,1355,user_1968,2025-09-14 07:36:51,192.168.76.212,desktop,Chrome,Windows,BR,1,password+push,251,4.34,0,16.55
7943,493,user_515,2025-09-26 15:14:14,192.168.14.56,mobile,Firefox,Windows,FR,1,password_only,426,2.55,0,12.34
7944,1219,user_193,2025-02-05 10:29:07,192.168.73.63,mobile,Chrome,Linux,RU,1,password+push,305,1.43,0,0.5
7945,12,user_1609,2025-03-14 06:25:30,192.168.229.10,desktop,Firefox,Windows,BR,1,password+otp,236,1.78,1,18.23
7946,195,user_1439,2025-06-25 12:38:56,192.168.120.223,desktop,Chrome,Windows,JP,1,password_only,184,4.43,0,14.71
7947,490,user_873,2025-02-24 23:35:21,192.168.224.124,mobile,Chrome,Linux,BR,1,password+push,114,2.12,1,6.65
7948,795,user_1142,2025-09-12 17:18:45,192.168.147.227,desktop,Edge,Windows,FR,1,password_only,321,2.59,0,31.82
7949,881,user_666,2024-12-05 19:47:30,192.168.29.249,mobile,Edge,iOS,BR,0,password+push,284,2.64,1,23.59
7950,182,user_209,2024-11-10 10:07:35,192.168.9.53,mobile,Firefox,Android,DE,1,sso,151,2.3,0,71.77
7951,962,user_952,2025-01-11 15:44:29,192.168.185.206,desktop,Safari,Linux,JP,0,sso,327,3.37,2,13.91
7952,1841,user_1058,2025-02-08 23:31:52,192.168.254.156,desktop,Chrome,Windows,CN,1,password+push,317,5.13,0,1.41
7953,656,user_649,2024-12-07 18:38:21,192.168.128.57,mobile,Chrome,Linux,BR,1,sso,196,3.66,0,52.76
7954,1922,user_1342,2024-11-20 12:51:01,192.168.148.142,mobile,Chrome,Linux,US,0,password+push,226,3.99,0,12.25
7955,1340,user_120,2025-07-30 08:31:32,192.168.194.160,mobile,Chrome,Android,RU,1,password+push,269,1.84,1,102.75
7956,694,user_627,2024-12-26 12:27:53,192.168.165.146,desktop,Chrome,Windows,US,1,password_only,294,3.45,0,13.98
7957,30,user_525,2025-09-26 03:21:38,192.168.131.75,tablet,Firefox,macOS,JP,1,password_only,162,4.64,1,10.86
7958,1620,user_1605,2025-03-10 21:04:45,192.168.88.97,desktop,Chrome,Linux,GB,1,password+push,295,2.72,0,1.58
7959,1702,user_1961,2025-06-29 07:54:32,192.168.80.185,mobile,Chrome,Windows,BR,1,sso,254,3.0,0,2.65
7960,1820,user_1869,2025-01-17 19:55:29,192.168.69.11,desktop,Chrome,Windows,GB,1,password+push,338,3.92,1,2.4
7961,1817,user_769,2025-01-23 06:37:46,192.168.126.78,desktop,Chrome,macOS,JP,1,password+otp,311,4.84,0,20.44
7962,1120,user_1113,2025-05-25 07:51:17,192.168.144.128,desktop,Chrome,Windows,BR,1,password_only,254,4.42,1,15.17
7963,1405,user_512,2025-05-20 04:38:03,192.168.13.118,desktop,Chrome,iOS,BR,1,sso,323,1.48,0,85.3
7964,778,user_47,2025-08-04 03:28:13,192.168.1.3,tablet,Safari,Android,BR,1,password+push,129,3.4,1,11.39
7965,444,user_772,2025-07-31 03:50:48,192.168.243.65,desktop,Chrome,Linux,BR,1,password+otp,220,2.27,0,3.46
7966,298,user_740,2025-06-29 08:37:37,192.168.245.89,desktop,Edge,macOS,JP,0,sso,172,2.61,0,6.65
7967,808,user_1983,2025-04-09 11:47:09,192.168.173.177,desktop,Chrome,Windows,US,1,sso,205,1.44,0,32.32
7968,1761,user_1716,2025-09-17 15:24:43,192.168.59.231,desktop,Chrome,Android,US,1,password+otp,204,2.68,1,34.74
7969,845,user_522,2025-06-11 19:11:23,192.168.179.96,desktop,Chrome,Linux,BR,1,password+otp,148,1.98,0,2.51
7970,1016,user_1308,2025-10-23 23:32:27,192.168.175.166,desktop,Firefox,Linux,BR,1,password_only,326,2.81,1,84.48
7971,1385,user_1401,2025-08-22 15:04:54,192.168.126.197,desktop,Safari,Android,DE,1,sso,310,3.59,1,8.69
7972,1398,user_1662,2024-11-12 17:33:22,192.168.59.157,desktop,Chrome,Windows,FR,1,password_only,201,3.34,0,8.87
7973,554,user_134,2025-02-21 13:48:17,192.168.213.154,desktop,Chrome,Linux,IN,1,sso,64,4.06,2,6.71
7974,303,user_1691,2025-05-24 07:02:00,192.168.82.73,desktop,Chrome,macOS,BR,1,password_only,209,2.42,0,29.18
7975,421,user_248,2025-07-17 21:28:31,192.168.54.197,mobile,Chrome,Windows,GB,1,sso,246,0.97,0,55.56
7976,1270,user_1676,2025-05-16 10:20:59,192.168.25.169,mobile,Edge,Windows,JP,1,password+otp,358,4.92,0,24.98
7977,1744,user_1342,2025-08-10 11:54:17,192.168.120.242,mobile,Chrome,Linux,US,0,password+otp,204,3.66,1,1.98
7978,1261,user_436,2025-02-07 17:27:56,192.168.66.115,tablet,Chrome,Linux,US,1,password_only,328,3.71,0,29.64
7979,1558,user_1200,2025-01-02 16:28:18,192.168.66.179,mobile,Safari,Windows,BR,1,password+otp,209,3.65,0,30.12
7980,185,user_1859,2024-11-16 05:42:44,192.168.5.240,desktop,Chrome,Android,BR,1,password+otp,295,3.31,0,20.99
7981,468,user_686,2025-05-24 19:37:50,192.168.113.9,desktop,Firefox,Windows,CN,1,password_only,314,4.19,0,4.25
7982,754,user_586,2025-07-05 21:32:02,192.168.37.123,tablet,Firefox,Linux,GB,1,password+push,296,2.21,0,13.86
7983,363,user_351,2025-02-23 14:28:25,192.168.76.101,mobile,Chrome,Windows,BR,1,password+push,173,3.95,0,0.67
7984,1307,user_143,2025-06-08 12:23:58,192.168.11.45,desktop,Chrome,Windows,BR,1,password_only,220,3.43,0,5.89
7985,1577,user_967,2024-11-15 14:17:58,192.168.48.245,desktop,Chrome,Windows,US,1,password+otp,296,3.16,0,22.28
7986,336,user_804,2024-12-02 19:12:43,192.168.253.90,tablet,Safari,Linux,BR,1,password_only,123,2.41,0,9.01
7987,162,user_1422,2025-07-10 16:46:26,192.168.123.248,mobile,Firefox,Android,JP,1,sso,313,3.3,0,3.5
7988,1184,user_1648,2025-03-10 21:41:34,192.168.71.190,desktop,Chrome,Windows,FR,1,password_only,152,2.75,1,2.27
7989,1498,user_718,2025-06-29 14:17:18,192.168.249.196,tablet,Firefox,Windows,US,1,password_only,141,4.03,1,28.91
7990,1625,user_643,2025-08-27 03:16:45,192.168.252.227,tablet,Firefox,macOS,BR,0,sso,207,2.45,0,6.64
7991,1346,user_1393,2025-09-03 18:22:29,192.168.101.42,desktop,Chrome,Windows,GB,1,password+otp,195,1.76,0,66.19
7992,12,user_501,2024-12-29 09:35:26,192.168.221.59,mobile,Chrome,Windows,US,1,password_only,264,3.68,0,26.85
7993,1448,user_1646,2025-04-23 01:15:49,192.168.100.156,mobile,Firefox,iOS,GB,0,password+push,271,5.53,0,8.71
7994,1097,user_370,2025-07-22 10:36:01,192.168.85.205,desktop,Chrome,Linux,BR,1,password+push,255,3.31,0,8.4
7995,588,user_1603,2025-08-06 01:28:20,192.168.125.201,mobile,Edge,Windows,BR,1,password+otp,171,2.83,3,3.05
7996,1882,user_1406,2025-08-09 23:09:49,192.168.10.34,desktop,Firefox,macOS,CN,1,password+otp,346,5.15,1,25.17
7997,201,user_1110,2025-01-18 20:08:53,192.168.254.22,mobile,Chrome,Android,US,1,password+otp,255,3.55,0,13.64
7998,522,user_787,2025-01-05 20:00:26,192.168.199.148,tablet,Edge,Android,BR,1,sso,324,2.82,1,34.64
7999,1888,user_739,2025-05-30 21:54:41,192.168.164.27,desktop,Chrome,Linux,BR,1,password+otp,66,5.06,0,6.46
8000,505,user_1484,2025-07-25 01:18:49,192.168.115.94,desktop,Edge,Linux,BR,1,password+otp,292,2.11,1,8.3
8001,1762,user_950,2025-02-21 01:03:51,192.168.57.52,tablet,Chrome,Android,FR,1,password+push,204,2.6,1,13.03
8002,1712,user_1349,2024-12-04 18:37:09,192.168.27.41,tablet,Firefox,Android,BR,1,password_only,310,3.41,0,24.52
8003,788,user_522,2025-07-16 04:06:02,192.168.218.231,desktop,Firefox,Linux,IN,1,password+otp,392,6.39,2,39.47
8004,1063,user_489,2025-02-13 22:45:18,192.168.84.200,tablet,Chrome,macOS,US,1,password_only,156,1.89,1,61.63
8005,60,user_1953,2024-12-27 06:44:22,192.168.92.123,desktop,Chrome,Windows,GB,1,password+push,318,1.64,0,0.99
8006,578,user_397,2024-12-20 11:27:37,192.168.188.206,desktop,Chrome,Windows,BR,1,password+push,202,3.27,0,37.35
8007,321,user_896,2025-02-19 12:00:35,192.168.160.182,mobile,Chrome,iOS,BR,0,password+push,100,4.79,0,2.69
8008,1459,user_355,2025-05-31 21:15:43,192.168.164.46,mobile,Chrome,iOS,US,1,password+otp,324,4.08,1,80.82
8009,1660,user_947,2025-03-07 09:00:21,192.168.163.114,mobile,Opera,Android,BR,1,password_only,395,2.19,0,0.9
8010,1700,user_288,2024-11-04 02:24:00,192.168.155.9,desktop,Firefox,Windows,US,1,password_only,418,1.62,1,7.48
8011,1432,user_1483,2024-12-01 22:19:12,192.168.22.219,desktop,Chrome,Windows,US,1,sso,274,2.21,0,139.36
8012,923,user_1648,2025-02-10 14:12:38,192.168.225.4,tablet,Firefox,Windows,JP,1,password_only,134,3.13,1,5.71
8013,1410,user_998,2025-06-25 08:24:48,192.168.81.118,desktop,Chrome,Android,IN,1,password+otp,233,3.38,0,38.69
8014,1695,user_536,2024-12-02 12:23:39,192.168.5.124,desktop,Edge,Windows,BR,1,password_only,241,2.71,1,35.95
8015,569,user_1315,2025-05-20 04:45:22,192.168.169.46,mobile,Chrome,Android,US,1,password_only,337,2.68,1,6.14
8016,1102,user_851,2024-12-10 07:36:08,192.168.214.27,mobile,Chrome,macOS,GB,1,password_only,248,2.67,1,14.03
8017,1218,user_838,2025-01-12 19:09:09,192.168.232.12,desktop,Chrome,macOS,GB,1,sso,83,3.73,1,1.6
8018,1309,user_168,2024-12-29 09:46:25,192.168.241.24,desktop,Opera,iOS,JP,1,password_only,300,3.42,0,2.93
8019,527,user_950,2024-11-21 02:19:30,192.168.6.193,mobile,Chrome,Android,GB,1,password_only,255,3.75,1,8.9
8020,524,user_621,2025-06-29 14:15:05,192.168.79.185,tablet,Chrome,Android,BR,1,password+otp,322,3.41,0,47.27
8021,613,user_428,2025-04-14 16:49:02,192.168.65.35,desktop,Chrome,Windows,BR,1,password+otp,269,0.76,1,21.69
8022,1180,user_1726,2025-08-26 21:25:49,192.168.1.112,desktop,Chrome,iOS,CN,1,sso,305,3.01,2,18.55
8023,1364,user_490,2024-12-02 15:41:09,192.168.37.201,desktop,Chrome,Windows,FR,1,password_only,251,2.2,0,60.72
8024,125,user_355,2024-12-19 09:15:45,192.168.13.154,mobile,Firefox,Windows,BR,1,password+push,272,4.9,0,30.17
8025,871,user_196,2025-02-16 09:58:19,192.168.142.84,desktop,Chrome,Android,BR,1,password+push,176,1.62,1,103.69
8026,280,user_545,2025-08-03 02:23:17,192.168.139.114,mobile,Chrome,Windows,JP,1,password+otp,278,0.71,1,12.32
8027,917,user_717,2025-02-16 03:50:58,192.168.170.96,desktop,Chrome,macOS,JP,0,password+otp,235,3.95,0,4.29
8028,1930,user_824,2025-03-25 15:09:00,192.168.184.231,desktop,Chrome,Linux,BR,1,password_only,289,3.29,0,11.06
8029,622,user_932,2025-02-14 15:26:58,192.168.85.101,mobile,Chrome,macOS,BR,1,password_only,155,3.17,0,11.06
8030,846,user_1718,2024-11-25 20:10:01,192.168.235.243,desktop,Chrome,iOS,GB,1,password+otp,361,3.49,2,29.97
8031,1893,user_1003,2025-10-05 10:50:26,192.168.175.188,mobile,Chrome,Android,US,1,password_only,269,2.89,0,6.2
8032,1682,user_659,2025-05-15 18:36:13,192.168.81.43,desktop,Chrome,Windows,GB,1,sso,313,2.45,0,15.06
8033,1752,user_939,2025-08-11 02:49:15,192.168.179.189,desktop,Chrome,Windows,US,1,password+otp,250,3.2,0,10.43
8034,1934,user_780,2025-06-24 20:36:37,192.168.129.92,desktop,Chrome,iOS,FR,1,password+otp,298,1.73,0,12.11
8035,674,user_11,2025-05-03 06:16:11,192.168.198.158,desktop,Chrome,Linux,US,1,password+push,70,4.78,0,2.11
8036,1152,user_1606,2024-11-29 06:59:01,192.168.104.124,desktop,Firefox,Windows,GB,1,password_only,241,2.22,0,16.62
8037,314,user_1280,2025-06-19 03:44:53,192.168.209.72,mobile,Firefox,macOS,BR,1,password+otp,186,1.54,0,20.1
8038,332,user_396,2024-12-23 06:26:47,192.168.248.71,desktop,Chrome,Windows,DE,1,password_only,221,3.47,1,1.0
8039,1174,user_731,2025-03-27 19:23:55,192.168.160.132,mobile,Chrome,Windows,DE,1,sso,330,2.01,0,2.79
8040,1478,user_1833,2025-06-14 04:26:00,192.168.239.77,desktop,Chrome,macOS,CN,1,password+otp,122,4.43,0,1.46
8041,36,user_409,2025-08-09 01:43:41,192.168.57.204,desktop,Safari,Windows,BR,1,password_only,309,0.61,1,4.54
